;Manchete;Link
412;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
413;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
414;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
415;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
416;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
417;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
418;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
419;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
420;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
421;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
422;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
423;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
424;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
425;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
426;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
427;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
428;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
429;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
430;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
431;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
432;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
433;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
434;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
435;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
436;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
437;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
438;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
439;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
440;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
441;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
442;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
443;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
444;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
445;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
446;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
447;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
448;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
449;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
450;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
451;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
452;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
453;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
454;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
455;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
456;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
457;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
458;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
459;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
460;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
461;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
462;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
463;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
464;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
465;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
466;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
467;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
468;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
469;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
470;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
471;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
472;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
473;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
474;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
475;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
476;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
477;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
478;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
479;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
480;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
481;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
482;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
483;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
484;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
485;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
486;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
487;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
488;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
489;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
490;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
491;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
492;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
493;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
494;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
495;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
496;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
497;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
498;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
499;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
500;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
501;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
502;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
503;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
504;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
505;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
506;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
507;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
508;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
509;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
510;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
511;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
512;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
513;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
514;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
515;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
516;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
517;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
518;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
519;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
520;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
521;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
522;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
523;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
524;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
525;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
526;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
527;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
528;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
529;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
530;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
531;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
532;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
533;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
534;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
535;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
536;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
537;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
538;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
539;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
540;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
541;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
542;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
543;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
544;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
545;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
546;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
547;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
548;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
549;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
550;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
551;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
552;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
553;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
554;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
555;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
556;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
557;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
558;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
559;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
560;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
561;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
562;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
563;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
564;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
565;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
566;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
567;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
568;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
569;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
570;O acordo Brasil-China que pode colocar domínio da Starlink de Elon Musk em xeque;https:https://www.bbc.com/portuguese/articles/c5yr9vgplxvo
571;5 assuntos para ficar de olho no encontro do G20 no Rio;https:https://www.bbc.com/portuguese/articles/c9qlpw73v32o
572;'G20 precisa discutir medidas para jornadas de trabalho mais equilibradas', defende Lula em meio a debate da escala 6x1;https:https://www.bbc.com/portuguese/articles/cev9703zj8go
573;Como Milei virou 'pedra no sapato' de Lula no G20?;https:https://www.bbc.com/portuguese/articles/cpvz8k2m43go
574;O megaporto recém-inaugurado pela China no Peru (e seu impacto para o Brasil);https:https://www.bbc.com/portuguese/articles/ceqxzvv93dro
575;As experiências de outros países com jornada de trabalho reduzida;https:https://www.bbc.com/portuguese/articles/c3rx779wr37o
576;Como os bancos que seguem a lei islâmica ganham dinheiro;https:https://www.bbc.com/portuguese/articles/c4g2e25jrgno
577;Como Grécia e Espanha superaram crise econômica e agora puxam crescimento da União Europeia;https:https://www.bbc.com/portuguese/articles/c62zgp62r26o
578;Os números por trás do 'milagre econômico' da ditadura no Brasil;https:https://www.bbc.com/portuguese/articles/c17d57rqeexo
579;Como a alta dos juros impacta o seu bolso;https:https://www.bbc.com/portuguese/articles/c9wl8ynrkz8o
580;4 grandes mudanças que Javier Milei promoveu na Argentina em seu primeiro ano como presidente;https:https://www.bbc.com/portuguese/articles/cwy3epjvzylo
581;Por que preço do café é o maior da história;https:https://www.bbc.com/portuguese/articles/cp83lzlgwr5o
582;A crescente demanda por cuidadores de idosos em um Brasil cada vez mais velho: 'Fui trocar lâmpada e fiquei';https:https://www.bbc.com/portuguese/articles/ckg0l28v8d3o
583;Vídeo,Um ano de Milei na Argentina: como o libertário mudou a economia do país até agora, Duration 7,02;https:https://www.bbc.com/portuguese/articles/cvg69ypkdvlo
584;Vídeo,Como acordo Mercosul-União Europeia pode impactar Brasil e quais serão próximos passos, Duration 9,06;https:https://www.bbc.com/portuguese/articles/c4gj3lll5kyo
585;A brasileira na lista de mulheres mais influentes do mundo de jornal britânico;https:https://www.bbc.com/portuguese/articles/c75wl29zn7qo
586;Brasil pode virar alvo de 'tarifaço' de Trump por estar nos Brics?;https:https://www.bbc.com/portuguese/articles/ce8eyrygej8o
587;A crise de dólares 'à la Argentina' que leva a disparada de preços na Bolívia;https:https://www.bbc.com/portuguese/articles/cy0l1jp22eko
588;Chefe da UE vai ao Uruguai em apoio a acordo com Mercosul apesar de oposição de Macron;https:https://www.bbc.com/portuguese/articles/cr7v5752797o
589;Bitcoin alcança valor recorde de US$ 100 mil: 7 momentos que definem a criptomoeda;https:https://www.bbc.com/portuguese/articles/c4gp7dgl9dxo
590;Isenção no IR para renda até R$ 5 mil e mudanças para militares: confira as medidas econômicas anunciadas por Haddad;https:https://www.bbc.com/portuguese/articles/c36p9lp09r4o
591;As medidas do pacote econômico de Haddad 'para economizar R$ 327 bi';https:https://www.bbc.com/portuguese/articles/c14l3n2gp2jo
592;O que está por trás da profunda crise na Volkswagen;https:https://www.bbc.com/portuguese/articles/clyv78lm3g4o
593;Dólar a R$ 6 é o novo normal? Os fatores que explicam a alta da moeda;https:https://www.bbc.com/portuguese/articles/c2e783983yeo
594;PIB: Brasil cresce tanto quanto a China no 3° trimestre e só fica atrás de Indonésia e México no G20;https:https://www.bbc.com/portuguese/articles/cvgm4r89dpyo
595;Vídeo,Haddad anuncia pacote: o que pode mudar no IR, na pensão dos militares e no salário mínimo, Duration 7,59;https:https://www.bbc.com/portuguese/articles/cevgj7xyre7o
596;Como táxis-robôs estão tentando conquistar a confiança dos passageiros;https:https://www.bbc.com/portuguese/articles/cdd0l1rv28qo
597;O que aconteceu quando cidade começou a acolher (em vez de despejar) acampamentos de sem-teto;https:https://www.bbc.com/portuguese/articles/crk4g221v2jo
598;'Isenção de IR até R$ 5 mil é medida eleitoreira de Lula', afirma economista Samuel Pessôa;https:https://www.bbc.com/portuguese/articles/cvg42zglnrlo
599;Como políticos, setores da economia e o dólar reagiram aos anúncios de Haddad;https:https://www.bbc.com/portuguese/articles/c4g2n3knnzxo
600;Como você será afetado pelas mudanças propostas no Imposto de Renda;https:https://www.bbc.com/portuguese/articles/c14l3050rmlo
601;Como militares serão afetados por corte de gastos proposto pelo governo;https:https://www.bbc.com/portuguese/articles/c2450jmzzv9o
602;Black Friday: como inteligência artificial está sendo usada para dar golpes em consumidores;https:https://www.bbc.com/portuguese/articles/cpvzgdgr2rmo
603;'Estou ansioso o mês inteiro com a Black Friday': como avalanche de ofertas afeta viciados em compras;https:https://www.bbc.com/portuguese/articles/cxe1p3zp4ymo
604;Como 13º salário surgiu de greve geral após vitória do Brasil na Copa de 1962;https:https://www.bbc.com/portuguese/articles/c2ln4p18r2ro
605;Por que 'inflação da picanha' preocupa cada vez mais brasileiros (e Lula);https:https://www.bbc.com/portuguese/articles/c4gzvl20e97o
606;Como calcular o 13° salário? Essa e outras perguntas sobre o pagamento;https:https://www.bbc.com/portuguese/articles/cwy193lz3wdo
607;Black Friday: por que compramos compulsivamente;https:https://www.bbc.com/portuguese/articles/c4gpj9yqr2po
608;Por que Carrefour boicotou carne brasileira e depois pediu desculpas: entenda a polêmica;https:https://www.bbc.com/portuguese/articles/ced97dz6gq4o
609;Black Friday: como os robôs passam a perna em você na disputa por pechinchas;https:https://www.bbc.com/portuguese/articles/ced97pvj35po
610;China dentro, EUA fora? Como será futuro das negociações climáticas com novo governo Trump;https:https://www.bbc.com/portuguese/articles/c5yrmepkkemo
611;A mineração controlada por gangues na África do Sul: 'A vida debaixo da terra é cruel';https:https://www.bbc.com/portuguese/articles/c80l4dkz4xmo
612;Por dentro do mercado ilegal de aranhas que movimenta milhões no Brasil: 'Febre na classe média';https:https://www.bbc.com/portuguese/articles/c1e7y1wp9q2o
613;Como Las Vegas, a 'cidade do pecado', virou um dos lugares mais verdes dos EUA;https:https://www.bbc.com/portuguese/articles/c1lgy2n1g1zo
614;Parmesão com microchip: por que queijo gourmet é alvo de criminosos no mercado clandestino;https:https://www.bbc.com/portuguese/articles/cew2qx0n5k5o
615;'O milagre alemão terminou, e Europa sofrerá as consequências';https:https://www.bbc.com/portuguese/articles/c3wq292z3w5o
616;Quem pode se beneficiar da decisão da Espanha de regularizar situação de 900 mil imigrantes ilegais;https:https://www.bbc.com/portuguese/articles/c80l29epklko
617;Por que Brasil resiste a entrar em Nova Rota da Seda da China;https:https://www.bbc.com/portuguese/articles/cz7w2evgz5ro
